gameid,gameeventid,possessioneventid,starttime,endtime,duration,eventtime,sequence,period,teamname,teamattackingdirection,possessioneventtype,passerplayerid,receiverplayerid,passtype,passoutcometype,pressuretype
3813,6495904,6372147,5673.607,5675.375,1.768,5675.375,204,2,England,L,PA,371,4677,5,1,3
3813,6495906,6372148,5676.276,5677.678,1.402,5677.678,204,2,England,L,PA,4677,21,5,1,3
3813,6495930,6372173,5710.611,5710.611,0.000,5710.611,206,2,England,L,PA,169,10,5,1,2
3813,6495955,6372195,5718.952,5718.952,0.000,5718.952,206,2,England,L,PA,123,74,5,1,2
3813,6495958,6372198,5721.154,5724.691,3.537,5724.691,206,2,England,L,PA,74,265,5,1,2
3813,6495960,6372200,5725.759,5727.528,1.769,5727.528,206,2,England,L,PA,265,136,5,1,2
3813,6495962,6372202,5728.929,5728.929,0.000,5728.929,206,2,England,L,PA,136,1377,5,1,2
3813,6495972,6372213,5729.930,5730.631,0.701,5730.631,206,2,England,L,PA,1377,265,5,1,2
3813,6495975,6372216,5731.498,5733.233,1.735,5733.233,206,2,England,L,PA,265,74,5,1,0
3813,6495977,6372218,5735.035,5738.338,3.303,5738.338,206,2,England,L,PA,74,123,5,1,2
3813,6495980,6372222,5739.306,5742.376,3.070,5742.376,206,2,England,L,PA,123,4677,5,1,0
3813,6495983,6372225,5743.243,5744.311,1.068,5744.311,206,2,England,L,PA,4677,74,5,1,0
3813,6495985,6372227,5745.078,5746.046,0.968,5746.046,206,2,England,L,PA,74,10,5,1,0
3813,6495992,6372235,5747.414,5757.324,9.910,5757.324,206,2,England,L,PA,10,21,5,1,2
3813,6495996,6372239,5757.824,5759.693,1.869,5759.693,206,2,England,L,PA,21,136,5,1,3
3813,6495997,6372240,5760.227,5761.094,0.867,5761.094,206,2,England,L,PA,136,21,5,1,2
3813,6496000,6372243,5762.029,5769.269,7.240,5769.269,206,2,England,L,PA,21,74,5,1,2
3813,6496003,6372246,5771.104,5771.104,0.000,5771.104,206,2,England,L,PA,74,371,5,1,2
3813,6496009,6372253,5772.306,5777.144,4.838,5777.144,206,2,England,L,PA,371,136,5,1,3
3813,6496012,6372382,5778.412,5780.314,1.902,5780.314,206,2,England,L,PA,136,,5,2,2
3813,6496022,6372266,5786.119,5786.119,0.000,5786.119,208,2,England,L,PA,4677,21,5,1,2
3813,6496026,6372268,5787.955,5790.757,2.802,5790.757,208,2,England,L,PA,21,371,5,1,0
3813,6496028,6372270,5791.191,5791.191,0.000,5791.191,208,2,England,L,PA,371,21,5,1,2
3813,6496029,6372272,5791.859,5792.960,1.101,5792.960,208,2,England,L,PA,21,,5,0,2
3813,6496039,6372282,5795.462,5795.462,0.000,5795.462,208,2,England,L,PA,123,74,5,1,0
3813,6496042,6372285,5797.297,5799.600,2.303,5799.600,208,2,England,L,PA,74,123,5,1,3
3813,6496069,6372313,5815.883,5815.883,0.000,5815.883,209,2,England,L,PA,123,371,5,1,2
3813,6496071,6372314,5816.750,5817.484,0.734,5817.484,209,2,England,L,PA,371,4677,5,1,3
3813,6496075,6372318,5818.252,5819.987,1.735,5819.987,209,2,England,L,PA,4677,136,5,1,3
3813,6496081,6372325,5825.192,5825.192,0.000,5825.192,209,2,England,L,PA,265,10,5,1,3
3813,6496085,6372329,5826.460,5828.996,2.536,5828.996,209,2,England,L,PA,10,265,5,1,2
3813,6496087,6372331,5829.396,5829.396,0.000,5829.396,209,2,England,L,PA,265,10,5,1,2
3813,6496089,6372335,5830.430,5831.899,1.469,5831.899,209,2,England,L,PA,10,123,5,1,2
3813,6496092,6372338,5833.233,5835.936,2.703,5835.936,209,2,England,L,PA,123,371,5,1,2
3813,6496097,6372343,5837.104,5838.438,1.334,5838.438,209,2,England,L,PA,371,4677,5,1,3
3813,6496100,6372347,5839.373,5840.407,1.034,5840.407,209,2,England,L,PA,4677,371,5,1,3
3813,6496103,6372350,5841.175,5846.413,5.238,5846.413,209,2,England,L,PA,371,10,5,1,1
3813,6496109,6372356,5847.681,5849.116,1.435,5849.116,209,2,England,L,PA,10,,5,2,2
3813,6496170,6372415,6014.982,6014.982,0.000,6014.982,211,2,England,L,PA,10,311,5,1,3
3813,6496179,6372426,6016.283,6016.283,0.000,6016.283,211,2,England,L,PA,311,21,5,1,2
3813,6496188,6372435,6017.417,6018.285,0.868,6018.285,211,2,England,L,PA,21,4677,5,1,3
3813,6496193,6372438,6019.887,6023.690,3.803,6023.690,211,2,England,L,PA,4677,,5,2,3
3813,6496208,6372452,6028.762,6032.032,3.270,6032.032,213,2,England,L,PA,74,371,5,1,3
3813,6496212,6372456,6032.499,6032.499,0.000,6032.499,213,2,England,L,PA,371,4677,5,1,2
3813,6496215,6372459,6033.800,6033.800,0.000,6033.800,213,2,England,L,PA,4677,371,5,1,2
3813,6496220,6372465,6035.402,6037.971,2.569,6037.971,213,2,England,L,PA,371,136,5,1,2
3813,6496223,6372467,6038.505,6038.505,0.000,6038.505,213,2,England,L,PA,136,265,5,1,3
3813,6496226,6372470,6039.606,6040.140,0.534,6040.140,213,2,England,L,PA,265,4677,5,1,2
3813,6496228,6372472,6040.874,6041.475,0.601,6041.475,213,2,England,L,PA,4677,123,5,1,2
3813,6496232,6372476,6043.143,6046.413,3.270,6046.413,213,2,England,L,PA,123,74,5,1,3
3813,6496236,6372479,6047.915,6049.082,1.167,6049.082,213,2,England,L,PA,74,265,5,1,2
3813,6496241,6372485,6050.584,6052.419,1.835,6052.419,213,2,England,L,PA,265,136,5,1,3
3813,6496244,6372488,6053.287,6053.287,0.000,6053.287,213,2,England,L,PA,136,265,5,1,0
3813,6496250,6372494,6054.888,6057.357,2.469,6057.357,213,2,England,L,PA,265,10,5,1,0
3813,6496252,6372496,6058.592,6063.096,4.504,6063.096,213,2,England,L,PA,10,136,5,1,2
3813,6496258,6372504,6064.097,6064.097,0.000,6064.097,213,2,England,L,PA,136,265,5,1,2
3813,6496259,6372505,6065.632,6067.467,1.835,6067.467,213,2,England,L,PA,265,169,5,1,3
3813,6496266,6372511,6070.537,6071.839,1.302,6071.839,213,2,England,L,PA,169,4677,5,1,1
3813,6496273,6372519,6072.940,6072.940,0.000,6072.940,213,2,England,L,PA,4677,74,5,1,2
3813,6496277,6372523,6075.275,6076.210,0.935,6076.210,213,2,England,L,PA,74,21,5,1,2
3813,6496282,6372530,6077.211,6079.513,2.302,6079.513,213,2,England,L,PA,21,136,6,1,0
3813,6496624,6372896,6083.984,6087.421,3.437,6087.421,213,2,England,L,PA,136,,5,0,2
3813,6497431,6373736,6094.061,6094.094,0.033,6094.094,213,2,England,L,PA,371,123,5,1,3
3813,6496311,6372562,6094.962,6096.763,1.801,6096.763,213,2,England,L,PA,123,21,5,1,2
3813,6496316,6372567,6097.364,6098.332,0.968,6098.332,213,2,England,L,PA,21,,6,2,0
3813,6496373,6372624,6171.405,6174.842,3.437,6174.842,216,2,England,L,PA,10,74,5,1,3
3813,6496378,6372629,6176.977,6176.977,0.000,6176.977,216,2,England,L,PA,74,123,5,1,0
3813,6496380,6372631,6178.312,6179.046,0.734,6179.046,216,2,England,L,PA,123,21,5,1,3
3813,6496385,6372636,6179.847,6179.847,0.000,6179.847,216,2,England,L,PA,21,123,5,1,3
3813,6496389,6372640,6180.914,6180.914,0.000,6180.914,216,2,England,L,PA,123,,5,2,3
3813,6496396,6372648,6184.585,6184.585,0.000,6184.585,218,2,England,L,PA,265,123,5,1,2
3813,6496407,6372663,6185.219,6186.153,0.934,6186.153,218,2,England,L,PA,123,371,5,1,3
3813,6496413,6372671,6187.254,6191.792,4.538,6191.792,218,2,England,L,PA,371,136,5,1,0
3813,6496425,6372684,6192.292,6192.292,0.000,6192.292,218,2,England,L,PA,136,4677,5,1,3
3813,6496451,6372708,6193.327,6194.962,1.635,6194.962,218,2,England,L,PA,4677,1377,5,1,2
3813,6496784,6373058,6195.729,6195.729,0.000,6195.729,218,2,England,L,PA,1377,4677,5,1,0
3813,6496791,6373065,6196.296,6197.698,1.402,6197.698,218,2,England,L,PA,4677,136,5,1,0
3813,6496800,6373076,6198.599,6201.935,3.336,6201.935,218,2,England,L,PA,136,,6,2,3
3813,6496829,6373106,6223.624,6223.624,0.000,6223.624,219,2,England,L,PA,265,371,5,1,2
3813,6496833,6373111,6224.458,6230.097,5.639,6230.097,219,2,England,L,PA,371,1377,5,1,2
3813,6496835,6373113,6231.431,6231.431,0.000,6231.431,219,2,England,L,PA,1377,4677,5,1,2
3813,6496841,6373119,6232.099,6232.866,0.767,6232.866,219,2,England,L,PA,4677,136,5,1,0
3813,6496846,6373122,6234.268,6235.302,1.034,6235.302,219,2,England,L,PA,136,21,5,1,0
3813,6496850,6373126,6237.104,6238.872,1.768,6238.872,219,2,England,L,PA,21,136,5,1,3
3813,6496852,6373128,6239.306,6240.774,1.468,6240.774,219,2,England,L,PA,136,21,5,1,3
3813,6496854,6373130,6241.208,6242.075,0.867,6242.075,219,2,England,L,PA,21,371,5,1,3
3813,6496861,6373137,6242.676,6244.945,2.269,6244.945,219,2,England,L,PA,371,1377,5,1,3
3813,6496863,6373140,6246.513,6246.513,0.000,6246.513,219,2,England,L,PA,1377,21,5,1,0
3813,6496865,6373142,6247.247,6247.247,0.000,6247.247,219,2,England,L,PA,21,136,5,1,3
3813,6496869,6373146,6248.048,6250.017,1.969,6250.017,219,2,England,L,PA,136,371,5,1,2
3813,6496874,6373150,6250.918,6251.118,0.200,6251.118,219,2,England,L,PA,371,21,5,1,2
3813,6496875,6373151,6251.952,6251.952,0.000,6251.952,219,2,England,L,PA,21,136,5,1,3
3813,6496880,6373155,6255.422,6255.422,0.000,6255.422,219,2,England,L,PA,123,136,5,1,0
3813,6496884,6373160,6256.156,6256.723,0.567,6256.723,219,2,England,L,PA,136,265,5,1,3
3813,6496929,6373205,6281.782,6281.782,0.000,6281.782,222,2,England,L,PA,136,,6,2,2
3813,6496948,6373223,6301.802,6301.802,0.000,6301.802,224,2,England,L,PA,1377,10,5,1,2
3813,6496950,6373225,6303.370,6306.473,3.103,6306.473,224,2,England,L,PA,10,74,5,1,2
3813,6496958,6373233,6308.709,6308.709,0.000,6308.709,224,2,England,L,PA,74,123,5,1,2
3813,6496962,6373236,6310.210,6313.981,3.771,6313.981,224,2,England,L,PA,123,265,5,1,1
3813,6496965,6373239,6315.315,6316.149,0.834,6316.149,224,2,England,L,PA,265,10,5,1,3
3813,6496968,6373242,6317.317,6318.852,1.535,6318.852,224,2,England,L,PA,10,1377,5,1,2
3813,6496969,6373243,6319.753,6319.753,0.000,6319.753,224,2,England,L,PA,1377,10,5,1,2
3813,6496974,6373248,6320.954,6322.523,1.569,6322.523,224,2,England,L,PA,10,123,5,1,2
3813,6496976,6373250,6324.625,6326.560,1.935,6326.560,224,2,England,L,PA,123,,4,2,2
3813,6497002,6373273,6360.327,6360.327,0.000,6360.327,226,2,England,L,PA,265,4677,5,1,2
3813,6497006,6373274,6361.495,6361.495,0.000,6361.495,226,2,England,L,PA,4677,123,5,1,2
3813,6497009,6373277,6362.796,6362.796,0.000,6362.796,226,2,England,L,PA,123,4677,5,1,2
3813,6497012,6373280,6364.031,6364.031,0.000,6364.031,226,2,England,L,PA,4677,123,5,1,2
3813,6497013,6373281,6365.165,6365.165,0.000,6365.165,226,2,England,L,PA,123,4677,5,1,2
3813,6497017,6373286,6366.533,6367.534,1.001,6367.534,226,2,England,L,PA,4677,265,5,1,2
3813,6497021,6373290,6368.702,6370.337,1.635,6370.337,226,2,England,L,PA,265,4677,5,1,2
3813,6497023,6373293,6371.338,6372.072,0.734,6372.072,226,2,England,L,PA,4677,21,5,1,2
3813,6497026,6373296,6372.739,6372.739,0.000,6372.739,226,2,England,L,PA,21,4677,5,1,2
3813,6497029,6373299,6373.507,6374.508,1.001,6374.508,226,2,England,L,PA,4677,265,5,1,2
3813,6497036,6373305,6375.342,6376.310,0.968,6376.310,226,2,England,L,PA,265,10,5,1,3
3813,6497038,6373307,6377.344,6377.344,0.000,6377.344,226,2,England,L,PA,10,265,5,1,2
3813,6497040,6373309,6378.512,6379.613,1.101,6379.613,226,2,England,L,PA,265,1377,5,1,3
3813,6497045,6373314,6381.014,6381.615,0.601,6381.615,226,2,England,L,PA,1377,10,5,1,2
3813,6497048,6373317,6384.251,6384.251,0.000,6384.251,226,2,England,L,PA,10,74,5,1,3
3813,6497050,6373320,6387.020,6387.020,0.000,6387.020,226,2,England,L,PA,74,123,5,1,2
3813,6497055,6373326,6387.988,6388.989,1.001,6388.989,226,2,England,L,PA,123,169,5,1,0
3813,6497060,6373331,6391.625,6392.459,0.834,6392.459,226,2,England,L,PA,169,10,5,1,2
3813,6497063,6373334,6393.493,6397.764,4.271,6397.764,226,2,England,L,PA,10,123,5,1,2
3813,6497068,6373345,6399.700,6402.903,3.203,6402.903,226,2,England,L,PA,123,371,5,1,3
3813,6497076,6373349,6403.470,6408.375,4.905,6408.375,226,2,England,L,PA,371,4677,5,1,1
3813,6497078,6373351,6409.476,6409.476,0.000,6409.476,226,2,England,L,PA,4677,123,5,1,0
3813,6497080,6373354,6410.377,6411.378,1.001,6411.378,226,2,England,L,PA,123,4677,5,1,2
3813,6497086,6373360,6413.413,6417.484,4.071,6417.484,226,2,England,L,PA,4677,10,5,1,2
3813,6497091,6373365,6419.486,6421.655,2.169,6421.655,226,2,England,L,PA,10,136,5,1,2
3813,6497094,6373367,6422.756,6422.756,0.000,6422.756,226,2,England,L,PA,136,10,5,1,0
3813,6497096,6373369,6424.157,6425.759,1.602,6425.759,226,2,England,L,PA,10,4677,5,1,0
3813,6497099,6373372,6427.094,6427.094,0.000,6427.094,226,2,England,L,PA,4677,74,5,1,3
3813,6497101,6373375,6428.929,6428.929,0.000,6428.929,226,2,England,L,PA,74,123,5,1,2
3813,6497104,6373378,6429.997,6430.731,0.734,6430.731,226,2,England,L,PA,123,74,5,1,3
3813,6497106,6373381,6432.232,6433.634,1.402,6433.634,226,2,England,L,PA,74,10,5,1,2
3813,6497108,6373383,6435.002,6436.236,1.234,6436.236,226,2,England,L,PA,10,136,5,1,2
3813,6497112,6373387,6437.337,6437.337,0.000,6437.337,226,2,England,L,PA,136,4677,2,1,0
3813,6497114,6373390,6438.805,6438.805,0.000,6438.805,226,2,England,L,PA,4677,311,6,1,3
3813,6497116,6373393,6442.743,6444.645,1.902,6444.645,226,2,England,L,PA,311,371,0,1,3
3813,6497170,6373446,6524.057,6524.057,0.000,6524.057,228,2,England,L,PA,1377,,1,2,2
3813,6497205,6373486,6568.001,6571.638,3.637,6571.638,231,2,England,L,PA,123,1377,5,1,2
3813,6497207,6373488,6572.539,6572.539,0.000,6572.539,231,2,England,L,PA,1377,265,5,1,0
3813,6497208,6373489,6573.307,6574.041,0.734,6574.041,231,2,England,L,PA,265,10,5,1,3
3813,6497209,6373490,6574.575,6574.575,0.000,6574.575,231,2,England,L,PA,10,123,5,1,0
3813,6497221,6373505,6575.209,6576.443,1.234,6576.443,231,2,England,L,PA,123,4677,5,1,3
3813,6497223,6373507,6577.144,6577.144,0.000,6577.144,231,2,England,L,PA,4677,265,5,1,2
3813,6497224,6373508,6578.145,6578.145,0.000,6578.145,231,2,England,L,PA,265,4677,5,1,2
3813,6497226,6373510,6579.012,6580.581,1.569,6580.581,231,2,England,L,PA,4677,136,5,1,3
3813,6497227,6373511,6581.815,6583.217,1.402,6583.217,231,2,England,L,PA,136,265,5,1,3
3813,6497234,6373518,6590.324,6590.324,0.000,6590.324,232,2,England,L,PA,136,4677,5,1,2
3813,6497235,6373519,6591.525,6593.861,2.336,6593.861,232,2,England,L,PA,4677,123,5,1,2
3813,6497239,6373523,6595.562,6597.397,1.835,6597.397,232,2,England,L,PA,123,371,5,1,2
3813,6497241,6373525,6599.466,6600.300,0.834,6600.300,232,2,England,L,PA,371,123,5,1,1
3813,6497243,6373526,6602.035,6603.670,1.635,6603.670,232,2,England,L,PA,123,10,5,1,2
3813,6497245,6373528,6604.771,6606.406,1.635,6606.406,232,2,England,L,PA,10,4677,5,1,2
3813,6497248,6373530,6607.207,6609.510,2.303,6609.510,232,2,England,L,PA,4677,136,5,1,3
3813,6497249,6373531,6610.744,6612.112,1.368,6612.112,232,2,England,L,PA,136,1377,5,1,2
3813,6497251,6373533,6613.280,6613.280,0.000,6613.280,232,2,England,L,PA,1377,265,5,1,2
3813,6497252,6373534,6614.348,6615.182,0.834,6615.182,232,2,England,L,PA,265,10,5,1,2
3813,6497254,6373536,6616.116,6618.318,2.202,6618.318,232,2,England,L,PA,10,21,5,1,0
3813,6497255,6373537,6619.186,6619.186,0.000,6619.186,232,2,England,L,PA,21,123,5,1,3
3813,6497257,6373539,6620.854,6620.854,0.000,6620.854,232,2,England,L,PA,123,21,5,1,2
3813,6497259,6373541,6622.222,6624.525,2.303,6624.525,232,2,England,L,PA,21,74,5,1,0
3813,6497260,6373543,6626.126,6626.727,0.601,6626.727,232,2,England,L,PA,74,265,5,1,0
3813,6497262,6373545,6627.494,6627.494,0.000,6627.494,232,2,England,L,PA,265,10,5,1,2
3813,6497263,6373546,6629.196,6630.697,1.501,6630.697,232,2,England,L,PA,10,1377,5,1,2
3813,6497264,6373547,6631.932,6631.932,0.000,6631.932,232,2,England,L,PA,1377,10,5,1,2
3813,6497266,6373549,6634.601,6634.601,0.000,6634.601,232,2,England,L,PA,10,265,5,1,2
3813,6497268,6373551,6635.602,6635.602,0.000,6635.602,232,2,England,L,PA,265,10,5,1,0
3813,6497269,6373552,6636.470,6638.238,1.768,6638.238,232,2,England,L,PA,10,1377,5,1,3
3813,6497271,6373554,6639.206,6639.206,0.000,6639.206,232,2,England,L,PA,1377,169,5,1,2
3813,6497273,6373556,6641.375,6641.375,0.000,6641.375,232,2,England,L,PA,169,74,5,1,2
3813,6497275,6373558,6643.744,6644.478,0.734,6644.478,232,2,England,L,PA,74,123,5,1,2
3813,6497276,6373559,6646.180,6647.681,1.501,6647.681,232,2,England,L,PA,123,74,5,1,0
3813,6497280,6373563,6648.749,6652.352,3.603,6652.352,232,2,England,L,PA,74,123,5,1,2
3813,6497282,6373565,6653.420,6654.321,0.901,6654.321,232,2,England,L,PA,123,265,5,1,2
3813,6497283,6373566,6655.255,6655.255,0.000,6655.255,232,2,England,L,PA,265,21,5,1,3
3813,6497288,6373574,6660.627,6662.462,1.835,6662.462,232,2,England,L,PA,4677,371,5,1,3
3813,6497290,6373576,6663.897,6666.099,2.202,6666.099,232,2,England,L,PA,371,4677,5,1,1
3813,6497291,6373577,6666.833,6668.468,1.635,6668.468,232,2,England,L,PA,4677,1377,5,1,3
3813,6497293,6373579,6670.204,6671.171,0.967,6671.171,232,2,England,L,PA,1377,10,5,1,0
3813,6497295,6373581,6672.606,6674.374,1.768,6674.374,232,2,England,L,PA,10,4677,1,1,2
3813,6497296,6373583,6676.210,6676.210,0.000,6676.210,232,2,England,L,PA,4677,371,2,1,3
3813,6497299,6373587,6679.346,6683.951,4.605,6683.951,232,2,England,L,PA,371,4677,5,1,1
3813,6497312,6373600,6710.143,6711.211,1.068,6711.211,234,2,England,L,PA,74,4677,5,1,3
3813,6497313,6373601,6712.212,6714.114,1.902,6714.114,234,2,England,L,PA,4677,1377,5,1,0
3813,6497314,6373602,6716.517,6719.920,3.403,6719.920,234,2,England,L,PA,1377,4677,5,1,2
3813,6497315,6373603,6721.388,6723.790,2.402,6723.790,234,2,England,L,PA,4677,1377,5,1,2
3813,6497316,6373604,6724.958,6724.958,0.000,6724.958,234,2,England,L,PA,1377,10,5,1,2
3813,6497317,6373605,6726.560,6727.528,0.968,6727.528,234,2,England,L,PA,10,74,5,1,0
3813,6497318,6373606,6729.263,6730.297,1.034,6730.297,234,2,England,L,PA,74,123,5,1,2
3813,6497319,6373607,6731.098,6732.799,1.701,6732.799,234,2,England,L,PA,123,371,5,1,3
3813,6497322,6373609,6746.914,6746.914,0.000,6746.914,235,2,England,L,PA,123,4677,5,1,2
3813,6497323,6373610,6747.948,6747.948,0.000,6747.948,235,2,England,L,PA,4677,74,5,1,2
3813,6497324,6373611,6749.783,6749.783,0.000,6749.783,235,2,England,L,PA,74,265,5,1,2
3813,6497325,6373613,6751.084,6757.424,6.340,6757.424,235,2,England,L,PA,265,136,5,1,3
3813,6497326,6373614,6758.192,6760.360,2.168,6760.360,235,2,England,L,PA,136,,4,2,3
3813,6497328,6373616,6763.297,6765.899,2.602,6765.899,237,2,England,L,PA,265,371,5,1,2
3813,6497329,6373617,6767.034,6768.402,1.368,6768.402,237,2,England,L,PA,371,4677,5,1,3
3813,6497330,6373618,6768.869,6769.269,0.400,6769.269,237,2,England,L,PA,4677,123,5,1,2
3813,6497331,6373619,6770.671,6772.306,1.635,6772.306,237,2,England,L,PA,123,4677,5,1,2
3813,6497332,6373620,6773.941,6773.941,0.000,6773.941,237,2,England,L,PA,4677,265,5,1,3
3813,6497334,6373622,6774.842,6774.842,0.000,6774.842,237,2,England,L,PA,265,4677,5,1,2
3813,6497335,6373623,6775.542,6776.376,0.834,6776.376,237,2,England,L,PA,4677,74,5,1,2
3813,6497336,6373625,6777.945,6779.146,1.201,6779.146,237,2,England,L,PA,74,10,5,1,2
3813,6497337,6373626,6780.814,6782.082,1.268,6782.082,237,2,England,L,PA,10,1377,5,1,2
3813,6497339,6373628,6783.283,6784.084,0.801,6784.084,237,2,England,L,PA,1377,21,5,1,2
3813,6497341,6373630,6785.285,6785.285,0.000,6785.285,237,2,England,L,PA,21,74,5,1,3
3813,6497342,6373631,6787.721,6788.922,1.201,6788.922,237,2,England,L,PA,74,169,5,1,3
3813,6497343,6373632,6791.091,6791.091,0.000,6791.091,237,2,England,L,PA,169,10,5,1,2
3813,6497344,6373633,6794.261,6794.261,0.000,6794.261,237,2,England,L,PA,10,1377,5,1,3
3813,6497345,6373634,6794.995,6796.797,1.802,6796.797,237,2,England,L,PA,1377,10,5,1,3
3813,6497346,6373635,6798.198,6798.198,0.000,6798.198,237,2,England,L,PA,10,21,5,1,0
3813,6497347,6373636,6799.299,6799.299,0.000,6799.299,237,2,England,L,PA,21,311,2,1,2
3813,6497357,6373647,6828.729,6828.729,0.000,6828.729,239,2,England,L,PA,265,311,5,1,3
3813,6497358,6373648,6830.330,6830.330,0.000,6830.330,239,2,England,L,PA,311,21,5,1,3
3813,6497363,6373655,6832.266,6832.399,0.133,6832.399,239,2,England,L,PA,311,21,5,1,2
3813,6497364,6373656,6834.368,6836.837,2.469,6836.837,239,2,England,L,PA,21,,6,2,2
3813,6497368,6373661,6852.219,6852.219,0.000,6852.219,241,2,England,L,PA,4677,,2,2,3
3813,6497372,6373665,6863.230,6863.230,0.000,6863.230,243,2,England,L,PA,74,123,5,1,0
3813,6497373,6373666,6865.232,6866.934,1.702,6866.934,243,2,England,L,PA,123,371,5,1,2
3813,6497374,6373744,6867.701,6871.872,4.171,6871.872,243,2,England,L,PA,371,,5,6,2
3813,6497377,6373674,6894.928,6894.928,0.000,6894.928,244,2,England,L,PA,4677,21,5,1,2
3813,6497383,6373677,6957.291,6957.291,0.000,6957.291,247,2,England,L,PA,1377,136,5,1,2
3813,6497384,6373678,6958.458,6958.458,0.000,6958.458,247,2,England,L,PA,136,,5,2,3
3831,6539186,6417323,79.279,79.279,0.000,79.279,1,1,England,R,PA,105,10,5,1,2
3831,6539192,6417330,80.547,84.585,4.038,84.585,1,1,England,R,PA,10,118,5,1,2
3831,6539194,6417332,86.019,87.888,1.869,87.888,1,1,England,R,PA,118,10,5,1,2
3831,6539199,6417337,89.156,94.828,5.672,94.828,1,1,England,R,PA,10,118,5,1,3
3831,6539203,6417340,96.864,100.033,3.169,100.033,1,1,England,R,PA,118,10,5,1,2
3831,6539206,6417343,101.335,103.637,2.302,103.637,1,1,England,R,PA,10,118,5,1,2
3831,6539208,6417345,105.172,107.508,2.336,107.508,1,1,England,R,PA,118,10,5,1,2
3831,6539209,6417346,108.509,111.278,2.769,111.278,1,1,England,R,PA,10,118,5,1,3
3831,6539211,6417348,113.280,114.081,0.801,114.081,1,1,England,R,PA,118,123,5,1,2
3831,6539217,6417355,115.415,116.750,1.335,116.750,1,1,England,R,PA,123,,1,2,1
3831,6539234,6417370,140.173,140.173,0.000,140.173,3,1,England,R,PA,123,265,5,1,2
3831,6539235,6417371,141.008,141.008,0.000,141.008,3,1,England,R,PA,265,123,5,1,3
3831,6539237,6417373,141.808,142.476,0.668,142.476,3,1,England,R,PA,123,,5,0,3
3831,6539270,6417407,156.356,156.356,0.000,156.356,5,1,England,R,PA,1377,169,5,1,2
3831,6539273,6417410,157.824,157.824,0.000,157.824,5,1,England,R,PA,169,,1,2,2
3831,6539279,6417418,163.163,163.163,0.000,163.163,7,1,England,R,PA,118,,1,2,2
3831,6539397,6417536,267.167,267.167,0.000,267.167,12,1,England,R,PA,123,25,5,1,2
3831,6539418,6417556,273.473,275.042,1.569,275.042,14,1,England,R,PA,4677,,5,0,3
3831,6539429,6417568,277.611,277.611,0.000,277.611,16,1,England,R,PA,265,,5,2,2
3831,6539478,6417621,317.351,317.351,0.000,317.351,18,1,England,R,PA,1,25,2,1,3
3831,6539484,6417626,320.387,320.387,0.000,320.387,18,1,England,R,PA,25,123,5,1,3
3831,6539490,6417631,322.122,323.390,1.268,323.390,18,1,England,R,PA,123,25,5,1,1
3831,6539495,6417635,325.893,327.861,1.968,327.861,18,1,England,R,PA,25,123,5,1,3
3831,6539499,6417640,329.496,332.132,2.636,332.132,18,1,England,R,PA,123,169,5,1,2
3831,6539508,6417648,334.201,334.835,0.634,334.835,18,1,England,R,PA,169,10,5,1,2
3831,6539511,6417652,335.836,338.405,2.569,338.405,18,1,England,R,PA,10,118,5,1,2
3831,6539518,6417659,340.574,344.678,4.104,344.678,18,1,England,R,PA,118,10,5,1,2
3831,6539523,6417664,346.146,347.681,1.535,347.681,18,1,England,R,PA,10,1377,5,1,3
3831,6539526,6417667,348.649,349.616,0.967,349.616,18,1,England,R,PA,1377,1,5,1,3
3831,6539558,6417701,364.064,364.064,0.000,364.064,19,1,England,R,PA,1377,10,5,1,2
3831,6539566,6417709,365.566,368.502,2.936,368.502,19,1,England,R,PA,10,118,5,1,3
3831,6539571,6417714,370.137,372.172,2.035,372.172,19,1,England,R,PA,118,10,5,1,2
3831,6539579,6417723,373.373,378.879,5.506,378.879,19,1,England,R,PA,10,123,5,1,3
3831,6539586,6417728,381.014,383.016,2.002,383.016,19,1,England,R,PA,123,118,5,1,1
3831,6539590,6417732,384.685,386.787,2.102,386.787,19,1,England,R,PA,118,10,5,1,2
3831,6539595,6417737,388.088,391.825,3.737,391.825,19,1,England,R,PA,10,118,5,1,1
3831,6539602,6417743,394.094,395.896,1.802,395.896,19,1,England,R,PA,118,10,5,1,3
3831,6539606,6417748,397.331,403.570,6.239,403.570,19,1,England,R,PA,10,4677,5,1,2
3831,6539612,6417754,404.371,405.205,0.834,405.205,19,1,England,R,PA,4677,118,5,1,2
3831,6539615,6417759,406.507,408.976,2.469,408.976,19,1,England,R,PA,118,,5,5,2
3831,6539684,6417825,477.945,477.945,0.000,477.945,21,1,England,R,PA,1377,1,5,1,2
3831,6539691,6417833,478.846,479.746,0.900,479.746,21,1,England,R,PA,1,,4,2,3
3831,6539773,6417908,539.373,539.373,0.000,539.373,23,1,England,R,PA,1,123,5,1,3
3831,6539783,6417918,542.543,544.811,2.268,544.811,23,1,England,R,PA,123,25,5,1,2
3831,6539788,6417924,546.113,548.448,2.335,548.448,23,1,England,R,PA,25,118,5,1,1
3831,6539792,6417928,550.184,551.618,1.434,551.618,23,1,England,R,PA,118,265,5,1,2
3831,6539798,6417935,552.286,553.153,0.867,553.153,23,1,England,R,PA,265,118,5,1,3
3831,6539801,6417939,555.455,555.455,0.000,555.455,23,1,England,R,PA,118,10,5,1,2
